Sale_ID,Timestamp,Buyer_ID,Seller_ID,Warehouse_ID,Part_ID,Quantity_Sold,Quantity_Returned,Unit_Price_USD
SALE-00020,2025-12-14 17:50:07,CUST-123,Jaipur Regional Hub,WH-Mountain-CO,FAS-3002,9,0,18.17
SALE-00021,2025-10-24 20:52:03,CUST-102,Indore Central-West Hub,WH-Rockies-UT,FAS-3001,14,0,23.56
SALE-00022,2026-01-18 20:53:10,CUST-157,Hyderabad Central Hub,WH-Central-TX,FAS-3001,6,0,24.94
SALE-00023,2026-06-21 19:42:55,CUST-109,Guwahati Northeast Hub,WH-Northeast-NY,FAS-3005,12,0,30.34
SALE-00024,2026-07-16 19:29:53,CUST-101,Coimbatore South Central Hub,WH-SouthCentral-OK,FAS-3005,7,0,31.74
SALE-00025,2026-01-10 19:49:17,CUST-104,Mumbai West Hub,WH-West-CA,HYD-1004,2,0,185.12
SALE-00026,2026-01-12 18:48:52,CUST-132,Guwahati Northeast Hub,WH-Northeast-NY,ELE-2003,3,0,79.07
SALE-00027,2026-04-23 20:08:47,CUST-131,Guwahati Northeast Hub,WH-Northeast-NY,FAS-3002,13,0,18.89
SALE-00028,2026-06-03 20:23:56,CUST-125,Bhubaneswar Southeast Hub,WH-Southeast-GA,FAS-3005,7,0,31.46
SALE-00029,2025-10-01 20:39:11,CUST-127,Coimbatore South Central Hub,WH-SouthCentral-OK,FAS-3002,9,0,17.52
SALE-00030,2026-03-25 17:15:55,CUST-129,Indore Central-West Hub,WH-Rockies-UT,HYD-1001,1,0,442.21
SALE-00031,2026-05-08 19:03:21,CUST-135,Mumbai West Hub,WH-West-CA,FAS-3002,11,0,17.01
SALE-00032,2026-07-02 19:57:04,CUST-144,Guwahati Northeast Hub,WH-Northeast-NY,FAS-3004,7,0,36.63
SALE-00033,2026-01-27 19:03:03,CUST-107,Hyderabad Central Hub,WH-Central-TX,ELE-2005,3,0,207.13
SALE-00034,2026-06-26 20:00:18,CUST-137,Guwahati Northeast Hub,WH-Northeast-NY,FIL-4004,3,0,46.1
SALE-00035,2026-04-20 20:13:59,CUST-126,Bengaluru Technology Hub,WH-Pacific-WA,HYD-1005,4,0,146.4
SALE-00036,2026-04-23 20:27:34,CUST-158,Pune Midwest Hub,WH-Midwest-OH,FAS-3003,7,0,20.97
SALE-00037,2025-11-16 20:24:25,CUST-125,Jaipur Regional Hub,WH-Mountain-CO,HYD-1001,3,0,447.91
SALE-00038,2026-07-15 17:14:29,CUST-153,Guwahati Northeast Hub,WH-Northeast-NY,FAS-3004,10,0,37.59
SALE-00039,2026-03-17 18:52:44,CUST-102,Kolkata East Hub,WH-East-NC,HYD-1001,7,0,433.32
SALE-00040,2025-12-27 18:05:06,CUST-119,Indore Central-West Hub,WH-Rockies-UT,ELE-2001,1,0,666.81
SALE-00041,2026-01-15 19:29:19,CUST-113,Lucknow Mid-India Hub,WH-MidAtlantic-VA,ELE-2002,3,0,134.79
SALE-00042,2025-09-14 19:19:35,CUST-107,Ahmedabad Southwest Hub,WH-Southwest-AZ,FAS-3002,16,0,17.2
SALE-00043,2026-05-13 17:32:09,CUST-107,Nagpur Central Hub,WH-GreatLakes-MI,ELE-2002,1,0,130.84
SALE-00044,2026-07-07 20:16:35,CUST-131,Indore Central-West Hub,WH-Rockies-UT,HYD-1004,4,0,179.26
SALE-00045,2026-02-18 19:13:16,CUST-129,Jaipur Regional Hub,WH-Mountain-CO,FIL-4003,13,7,41.15
SALE-00046,2026-04-22 20:07:34,CUST-134,Mumbai West Hub,WH-West-CA,FIL-4005,4,0,63.39
SALE-00047,2026-04-04 18:16:55,CUST-123,Bengaluru Technology Hub,WH-Pacific-WA,FIL-4003,5,0,44.04
SALE-00048,2026-05-08 18:41:48,CUST-111,Jaipur Regional Hub,WH-Mountain-CO,FIL-4001,9,0,57.9
SALE-00049,2026-04-10 20:04:57,CUST-128,Mumbai West Hub,WH-West-CA,FIL-4003,8,0,41.18
SALE-00050,2026-03-12 17:34:16,CUST-107,Chennai South Hub,WH-South-FL,FAS-3004,11,0,33.99
SALE-00051,2026-04-04 19:04:18,CUST-148,Indore Central-West Hub,WH-Rockies-UT,FIL-4004,11,0,49.7
SALE-00052,2025-11-23 19:22:42,CUST-138,Hyderabad Central Hub,WH-Central-TX,FIL-4002,8,0,31.72
SALE-00053,2025-09-22 17:28:36,CUST-116,Pune Midwest Hub,WH-Midwest-OH,HYD-1002,7,0,342.07
SALE-00054,2026-05-06 19:34:59,CUST-118,Bengaluru Technology Hub,WH-Pacific-WA,FAS-3003,10,0,21.91
SALE-00055,2026-01-22 17:43:51,CUST-105,Guwahati Northeast Hub,WH-Northeast-NY,FAS-3001,6,0,25.97
SALE-00056,2026-07-26 18:08:41,CUST-122,Indore Central-West Hub,WH-Rockies-UT,HYD-1003,8,0,79.92
SALE-00057,2025-10-19 17:35:37,CUST-141,Indore Central-West Hub,WH-Rockies-UT,ELE-2004,3,0,406.12
SALE-00058,2025-10-10 20:05:47,CUST-159,Nagpur Central Hub,WH-GreatLakes-MI,HYD-1005,5,0,133.04
SALE-00059,2025-10-17 20:12:44,CUST-153,Hyderabad Central Hub,WH-Central-TX,FIL-4001,9,0,56.19
SALE-00060,2025-11-29 19:03:39,CUST-112,Jaipur Regional Hub,WH-Mountain-CO,FAS-3002,13,0,18.2
SALE-00061,2025-11-08 20:05:41,CUST-114,Ahmedabad Southwest Hub,WH-Southwest-AZ,ELE-2005,4,0,205.77
SALE-00062,2025-10-31 20:46:37,CUST-115,Pune Midwest Hub,WH-Midwest-OH,FIL-4003,9,0,40.32
SALE-00063,2026-02-18 18:33:39,CUST-157,Coimbatore South Central Hub,WH-SouthCentral-OK,FIL-4002,4,0,32.72
SALE-00064,2026-07-11 17:00:57,CUST-124,Chennai South Hub,WH-South-FL,FAS-3004,4,0,37.07
SALE-00065,2026-01-27 20:20:25,CUST-136,Lucknow Mid-India Hub,WH-MidAtlantic-VA,FAS-3003,8,0,22.52
SALE-00066,2026-03-09 19:46:53,CUST-145,Pune Midwest Hub,WH-Midwest-OH,FIL-4005,8,0,59.38
SALE-00067,2026-06-03 19:01:00,CUST-134,Coimbatore South Central Hub,WH-SouthCentral-OK,HYD-1003,3,0,86.79
SALE-00068,2026-01-31 20:44:10,CUST-116,Delhi North Hub,WH-North-IL,FAS-3001,12,0,26.5
SALE-00069,2026-05-05 18:20:59,CUST-142,Bhubaneswar Southeast Hub,WH-Southeast-GA,FIL-4001,8,0,58.71
SALE-00070,2026-05-19 19:20:55,CUST-139,Delhi North Hub,WH-North-IL,FAS-3004,12,0,33.27
SALE-00071,2025-09-02 17:04:21,CUST-119,Nagpur Central Hub,WH-GreatLakes-MI,FAS-3002,12,0,17.0
SALE-00072,2025-11-27 20:58:55,CUST-124,Indore Central-West Hub,WH-Rockies-UT,FIL-4005,5,0,64.77
SALE-00073,2026-03-29 20:23:43,CUST-146,Kolkata East Hub,WH-East-NC,HYD-1005,1,0,132.54
SALE-00074,2026-06-28 19:01:11,CUST-143,Mumbai West Hub,WH-West-CA,ELE-2004,2,0,411.27
SALE-00075,2026-01-03 20:14:38,CUST-159,Ahmedabad Southwest Hub,WH-Southwest-AZ,FAS-3002,9,0,19.29
SALE-00076,2026-05-22 18:26:30,CUST-151,Coimbatore South Central Hub,WH-SouthCentral-OK,HYD-1005,4,0,136.67
SALE-00077,2026-01-13 18:09:22,CUST-143,Guwahati Northeast Hub,WH-Northeast-NY,FIL-4002,6,0,33.3
SALE-00078,2026-02-24 20:56:31,CUST-128,Pune Midwest Hub,WH-Midwest-OH,HYD-1005,1,0,145.15
SALE-00079,2025-11-11 17:38:59,CUST-114,Kolkata East Hub,WH-East-NC,ELE-2004,2,0,401.37
SALE-00080,2026-03-19 20:50:44,CUST-140,Chennai South Hub,WH-South-FL,ELE-2003,1,0,77.48
SALE-00081,2025-10-16 20:33:03,CUST-109,Lucknow Mid-India Hub,WH-MidAtlantic-VA,FIL-4002,9,0,34.22
SALE-00082,2026-03-13 19:50:27,CUST-118,Coimbatore South Central Hub,WH-SouthCentral-OK,HYD-1005,4,0,140.36
SALE-00083,2026-07-01 17:50:50,CUST-149,Guwahati Northeast Hub,WH-Northeast-NY,FIL-4002,4,0,32.74
SALE-00084,2025-12-27 17:08:26,CUST-150,Nagpur Central Hub,WH-GreatLakes-MI,FIL-4002,2,0,30.98
SALE-00085,2026-03-26 17:04:45,CUST-133,Ahmedabad Southwest Hub,WH-Southwest-AZ,FIL-4005,3,0,60.86
SALE-00086,2026-01-03 18:49:38,CUST-147,Pune Midwest Hub,WH-Midwest-OH,ELE-2001,1,0,669.14
SALE-00087,2026-01-29 19:43:12,CUST-104,Bhubaneswar Southeast Hub,WH-Southeast-GA,HYD-1002,6,0,306.9
SALE-00088,2026-02-11 19:12:50,CUST-148,Coimbatore South Central Hub,WH-SouthCentral-OK,FIL-4001,8,0,58.8
SALE-00089,2026-03-29 19:44:32,CUST-130,Bengaluru Technology Hub,WH-Pacific-WA,HYD-1005,8,0,143.07
SALE-00090,2026-06-20 20:35:59,CUST-129,Chennai South Hub,WH-South-FL,FAS-3001,13,0,24.28
SALE-00091,2025-12-24 17:40:56,CUST-119,Ahmedabad Southwest Hub,WH-Southwest-AZ,HYD-1001,1,0,424.06
SALE-00092,2025-10-03 20:08:35,CUST-136,Indore Central-West Hub,WH-Rockies-UT,FIL-4003,9,0,41.2
SALE-00093,2025-10-24 20:43:22,CUST-132,Mumbai West Hub,WH-West-CA,FAS-3005,9,0,28.79
SALE-00094,2025-09-28 20:00:53,CUST-150,Kolkata East Hub,WH-East-NC,ELE-2005,4,0,217.49
SALE-00095,2026-07-08 20:20:18,CUST-141,Nagpur Central Hub,WH-GreatLakes-MI,FAS-3005,6,0,29.41
SALE-00096,2026-05-10 19:23:33,CUST-152,Nagpur Central Hub,WH-GreatLakes-MI,FAS-3002,9,0,18.87
SALE-00097,2025-11-13 18:31:44,CUST-112,Mumbai West Hub,WH-West-CA,HYD-1005,8,0,133.75
SALE-00098,2026-06-12 20:30:38,CUST-115,Mumbai West Hub,WH-West-CA,ELE-2005,1,0,221.51
SALE-00099,2026-07-11 18:56:48,CUST-133,Bhubaneswar Southeast Hub,WH-Southeast-GA,ELE-2003,3,0,71.67
SALE-00100,2025-12-13 18:55:33,CUST-121,Nagpur Central Hub,WH-GreatLakes-MI,HYD-1003,2,0,84.76
SALE-00101,2026-02-14 18:42:26,CUST-118,Delhi North Hub,WH-North-IL,FAS-3005,11,0,29.61
SALE-00102,2026-04-02 20:55:55,CUST-136,Bhubaneswar Southeast Hub,WH-Southeast-GA,ELE-2004,4,0,418.29
SALE-00103,2026-01-18 17:11:52,CUST-158,Coimbatore South Central Hub,WH-SouthCentral-OK,FIL-4004,8,0,50.8
SALE-00104,2025-12-24 18:49:02,CUST-118,Coimbatore South Central Hub,WH-SouthCentral-OK,FIL-4002,8,0,34.2
SALE-00105,2026-04-18 17:27:22,CUST-114,Guwahati Northeast Hub,WH-Northeast-NY,FIL-4004,4,0,46.93
SALE-00106,2026-02-19 17:08:00,CUST-148,Guwahati Northeast Hub,WH-Northeast-NY,HYD-1005,2,0,137.88
SALE-00107,2026-01-12 20:21:46,CUST-114,Hyderabad Central Hub,WH-Central-TX,ELE-2001,2,0,675.6
SALE-00108,2025-09-21 17:54:04,CUST-102,Ahmedabad Southwest Hub,WH-Southwest-AZ,ELE-2002,3,0,119.55
SALE-00109,2025-09-09 19:31:43,CUST-146,Kolkata East Hub,WH-East-NC,ELE-2002,2,0,131.86
SALE-00110,2026-01-15 17:15:24,CUST-129,Hyderabad Central Hub,WH-Central-TX,ELE-2005,3,0,223.32
SALE-00111,2026-06-13 19:58:48,CUST-138,Mumbai West Hub,WH-West-CA,FAS-3004,6,0,36.29
SALE-00112,2026-04-29 17:16:09,CUST-138,Nagpur Central Hub,WH-GreatLakes-MI,HYD-1005,2,0,137.2
SALE-00113,2026-04-24 19:43:11,CUST-114,Mumbai West Hub,WH-West-CA,ELE-2005,1,0,211.01
SALE-00114,2026-06-12 18:28:17,CUST-155,Pune Midwest Hub,WH-Midwest-OH,ELE-2002,1,0,118.56
SALE-00115,2026-01-23 18:46:04,CUST-131,Kolkata East Hub,WH-East-NC,FAS-3005,9,0,28.69
SALE-00116,2025-09-15 17:41:50,CUST-123,Mumbai West Hub,WH-West-CA,FIL-4003,8,0,42.11
SALE-00117,2026-05-29 17:52:43,CUST-104,Hyderabad Central Hub,WH-Central-TX,ELE-2004,4,0,396.98
SALE-00118,2025-10-05 20:56:20,CUST-123,Lucknow Mid-India Hub,WH-MidAtlantic-VA,ELE-2005,1,0,201.02
SALE-00119,2025-11-17 18:05:57,CUST-124,Pune Midwest Hub,WH-Midwest-OH,ELE-2001,1,0,695.74
SALE-00120,2025-09-22 18:15:36,CUST-117,Nagpur Central Hub,WH-GreatLakes-MI,ELE-2002,1,0,132.35
SALE-00121,2026-07-10 20:18:01,CUST-106,Delhi North Hub,WH-North-IL,ELE-2004,4,0,412.84
SALE-00122,2026-01-06 19:08:41,CUST-139,Hyderabad Central Hub,WH-Central-TX,FIL-4004,7,0,50.48
SALE-00123,2026-01-21 17:28:03,CUST-105,Bhubaneswar Southeast Hub,WH-Southeast-GA,FAS-3004,7,0,34.49
SALE-00124,2026-05-10 20:16:41,CUST-146,Guwahati Northeast Hub,WH-Northeast-NY,HYD-1003,8,0,86.6
SALE-00125,2026-05-03 18:46:13,CUST-138,Jaipur Regional Hub,WH-Mountain-CO,HYD-1005,1,0,137.68
SALE-00126,2026-03-14 20:20:30,CUST-139,Delhi North Hub,WH-North-IL,ELE-2005,3,0,205.4
SALE-00127,2025-10-28 17:01:46,CUST-129,Pune Midwest Hub,WH-Midwest-OH,ELE-2001,1,0,658.42
SALE-00128,2026-03-29 19:00:59,CUST-112,Kolkata East Hub,WH-East-NC,FIL-4001,5,0,57.08
SALE-00129,2026-07-26 19:45:37,CUST-113,Indore Central-West Hub,WH-Rockies-UT,FIL-4001,5,0,53.96
SALE-00130,2026-07-06 18:44:15,CUST-144,Coimbatore South Central Hub,WH-SouthCentral-OK,FIL-4004,6,0,46.41
SALE-00131,2026-07-27 20:34:08,CUST-144,Guwahati Northeast Hub,WH-Northeast-NY,FIL-4003,4,0,40.7
SALE-00132,2026-06-17 19:57:08,CUST-142,Bengaluru Technology Hub,WH-Pacific-WA,FAS-3003,14,0,21.67
SALE-00133,2026-04-24 20:33:26,CUST-134,Coimbatore South Central Hub,WH-SouthCentral-OK,FAS-3003,9,0,21.37
SALE-00134,2025-09-18 20:41:32,CUST-129,Bhubaneswar Southeast Hub,WH-Southeast-GA,FAS-3003,6,0,23.71
SALE-00135,2025-11-20 19:36:28,CUST-118,Jaipur Regional Hub,WH-Mountain-CO,FIL-4005,7,0,61.1
SALE-00136,2026-01-20 17:51:25,CUST-125,Pune Midwest Hub,WH-Midwest-OH,ELE-2001,1,0,698.53
SALE-00137,2026-06-10 20:46:26,CUST-124,Pune Midwest Hub,WH-Midwest-OH,HYD-1004,2,0,171.99
SALE-00138,2025-11-18 17:19:24,CUST-113,Chennai South Hub,WH-South-FL,ELE-2003,3,0,72.56
SALE-00139,2025-09-13 17:54:24,CUST-111,Indore Central-West Hub,WH-Rockies-UT,ELE-2004,4,0,405.88
SALE-00140,2026-06-27 18:51:49,CUST-121,Hyderabad Central Hub,WH-Central-TX,ELE-2001,2,0,695.1
SALE-00141,2025-12-25 17:25:52,CUST-132,Ahmedabad Southwest Hub,WH-Southwest-AZ,HYD-1004,4,0,169.47
SALE-00142,2026-02-02 18:30:04,CUST-131,Lucknow Mid-India Hub,WH-MidAtlantic-VA,ELE-2005,1,0,214.22
SALE-00143,2026-01-01 18:24:38,CUST-139,Pune Midwest Hub,WH-Midwest-OH,HYD-1001,2,0,469.6
SALE-00144,2025-10-11 17:24:09,CUST-133,Bengaluru Technology Hub,WH-Pacific-WA,FAS-3004,11,0,37.42
SALE-00145,2025-11-06 20:32:01,CUST-127,Coimbatore South Central Hub,WH-SouthCentral-OK,FIL-4004,7,5,47.44
SALE-00146,2026-03-31 19:46:12,CUST-156,Chennai South Hub,WH-South-FL,HYD-1004,2,0,167.83
SALE-00147,2026-03-24 17:47:36,CUST-159,Indore Central-West Hub,WH-Rockies-UT,FIL-4001,4,0,51.76
SALE-00148,2026-02-24 20:02:22,CUST-124,Indore Central-West Hub,WH-Rockies-UT,FAS-3002,12,0,19.4
SALE-00149,2026-02-14 17:23:18,CUST-147,Bengaluru Technology Hub,WH-Pacific-WA,FIL-4002,8,0,34.55
SALE-00150,2026-05-10 19:59:20,CUST-119,Kolkata East Hub,WH-East-NC,ELE-2004,2,0,398.69
SALE-00151,2025-12-11 20:20:03,CUST-135,Hyderabad Central Hub,WH-Central-TX,FIL-4001,6,0,56.24
SALE-00152,2025-12-10 20:42:21,CUST-138,Jaipur Regional Hub,WH-Mountain-CO,ELE-2003,1,1,77.89
SALE-00153,2026-03-29 17:03:52,CUST-139,Guwahati Northeast Hub,WH-Northeast-NY,ELE-2001,2,0,675.9
SALE-00154,2026-02-19 20:16:45,CUST-149,Indore Central-West Hub,WH-Rockies-UT,FAS-3003,10,0,22.91
SALE-00155,2026-01-29 17:16:47,CUST-150,Nagpur Central Hub,WH-GreatLakes-MI,FAS-3004,6,0,35.87
SALE-00156,2026-06-17 19:58:07,CUST-137,Guwahati Northeast Hub,WH-Northeast-NY,HYD-1003,1,0,89.6
SALE-00157,2026-05-18 18:23:16,CUST-127,Pune Midwest Hub,WH-Midwest-OH,FAS-3004,13,0,33.24
SALE-00158,2025-09-23 18:38:50,CUST-154,Lucknow Mid-India Hub,WH-MidAtlantic-VA,HYD-1001,3,0,443.09
SALE-00159,2025-11-09 18:19:41,CUST-142,Kolkata East Hub,WH-East-NC,ELE-2004,3,0,398.27
SALE-00160,2025-12-29 20:37:38,CUST-136,Nagpur Central Hub,WH-GreatLakes-MI,HYD-1001,3,0,452.68
SALE-00161,2025-11-15 18:50:24,CUST-123,Mumbai West Hub,WH-West-CA,ELE-2002,3,0,119.97
SALE-00162,2025-09-13 17:53:35,CUST-155,Jaipur Regional Hub,WH-Mountain-CO,FAS-3004,10,0,34.14
SALE-00163,2025-09-10 17:13:07,CUST-103,Chennai South Hub,WH-South-FL,FIL-4002,10,0,34.55
SALE-00164,2025-11-09 17:16:41,CUST-160,Chennai South Hub,WH-South-FL,ELE-2003,2,0,72.97
SALE-00165,2026-01-23 18:38:55,CUST-148,Ahmedabad Southwest Hub,WH-Southwest-AZ,HYD-1002,4,0,338.17
SALE-00166,2026-03-11 17:12:16,CUST-158,Delhi North Hub,WH-North-IL,FIL-4005,9,0,61.99
SALE-00167,2026-06-04 19:01:21,CUST-130,Guwahati Northeast Hub,WH-Northeast-NY,ELE-2005,3,0,217.29
SALE-00168,2026-06-20 18:54:40,CUST-144,Kolkata East Hub,WH-East-NC,HYD-1001,5,0,445.88
SALE-00169,2026-05-07 20:32:53,CUST-153,Bhubaneswar Southeast Hub,WH-Southeast-GA,FIL-4004,4,0,49.73
SALE-00170,2025-12-14 20:21:43,CUST-107,Mumbai West Hub,WH-West-CA,FIL-4003,6,0,42.57
SALE-00171,2026-04-05 18:00:07,CUST-116,Nagpur Central Hub,WH-GreatLakes-MI,HYD-1002,5,0,308.73
SALE-00172,2025-09-30 17:47:01,CUST-153,Mumbai West Hub,WH-West-CA,HYD-1002,5,0,308.71
SALE-00173,2026-02-21 20:20:37,CUST-156,Ahmedabad Southwest Hub,WH-Southwest-AZ,FIL-4004,7,0,51.74
SALE-00174,2026-05-12 17:31:34,CUST-108,Hyderabad Central Hub,WH-Central-TX,HYD-1004,2,0,186.23
SALE-00175,2026-06-27 20:59:11,CUST-139,Bengaluru Technology Hub,WH-Pacific-WA,FAS-3003,8,0,21.72
SALE-00176,2026-06-19 17:58:10,CUST-150,Chennai South Hub,WH-South-FL,ELE-2001,3,0,708.17
SALE-00177,2026-03-29 19:14:34,CUST-157,Indore Central-West Hub,WH-Rockies-UT,FIL-4004,6,0,47.27
SALE-00178,2026-05-27 17:45:59,CUST-151,Pune Midwest Hub,WH-Midwest-OH,FAS-3005,8,0,30.34
SALE-00179,2026-05-30 17:15:08,CUST-104,Pune Midwest Hub,WH-Midwest-OH,FIL-4005,6,0,59.01
SALE-00180,2026-02-02 20:00:27,CUST-146,Delhi North Hub,WH-North-IL,HYD-1004,3,0,182.57
SALE-00181,2025-11-21 20:33:01,CUST-146,Bhubaneswar Southeast Hub,WH-Southeast-GA,ELE-2002,1,0,122.48
SALE-00182,2026-07-17 18:14:04,CUST-118,Pune Midwest Hub,WH-Midwest-OH,FAS-3003,11,0,22.57
SALE-00183,2026-03-09 19:47:14,CUST-139,Bengaluru Technology Hub,WH-Pacific-WA,FAS-3004,7,0,33.52
SALE-00184,2026-04-18 17:12:55,CUST-111,Pune Midwest Hub,WH-Midwest-OH,FIL-4001,2,0,54.22
SALE-00185,2025-12-19 20:03:06,CUST-135,Bengaluru Technology Hub,WH-Pacific-WA,HYD-1005,3,0,149.81
SALE-00186,2026-06-19 20:24:19,CUST-103,Bengaluru Technology Hub,WH-Pacific-WA,HYD-1004,4,0,188.38
SALE-00187,2025-10-29 20:07:34,CUST-138,Bhubaneswar Southeast Hub,WH-Southeast-GA,HYD-1001,5,0,449.49
SALE-00188,2026-04-23 20:14:15,CUST-105,Jaipur Regional Hub,WH-Mountain-CO,ELE-2004,1,0,407.33
SALE-00189,2025-12-21 17:33:35,CUST-159,Coimbatore South Central Hub,WH-SouthCentral-OK,FIL-4005,5,0,66.84
SALE-00190,2025-12-04 20:13:25,CUST-155,Mumbai West Hub,WH-West-CA,ELE-2003,1,0,74.78
SALE-00191,2026-04-12 19:14:22,CUST-159,Nagpur Central Hub,WH-GreatLakes-MI,HYD-1002,4,0,329.56
SALE-00192,2026-02-01 20:23:35,CUST-151,Jaipur Regional Hub,WH-Mountain-CO,ELE-2002,2,0,120.68
SALE-00193,2025-11-06 17:45:34,CUST-116,Pune Midwest Hub,WH-Midwest-OH,ELE-2005,2,0,209.49
SALE-00194,2026-01-05 17:49:25,CUST-130,Ahmedabad Southwest Hub,WH-Southwest-AZ,FAS-3001,7,0,23.96
SALE-00195,2026-07-11 20:16:08,CUST-109,Kolkata East Hub,WH-East-NC,FAS-3002,9,0,18.11
SALE-00196,2026-06-30 17:13:15,CUST-103,Guwahati Northeast Hub,WH-Northeast-NY,HYD-1002,4,2,316.73
SALE-00197,2026-07-08 19:37:55,CUST-147,Hyderabad Central Hub,WH-Central-TX,ELE-2005,6,0,219.89
SALE-00198,2025-10-24 18:19:11,CUST-115,Coimbatore South Central Hub,WH-SouthCentral-OK,ELE-2005,1,0,216.01
SALE-00199,2025-10-29 18:54:49,CUST-111,Kolkata East Hub,WH-East-NC,FAS-3001,14,0,25.63
SALE-00200,2025-12-02 19:45:42,CUST-132,Indore Central-West Hub,WH-Rockies-UT,FIL-4001,8,0,58.18
SALE-00201,2025-12-19 20:40:08,CUST-152,Kolkata East Hub,WH-East-NC,FAS-3004,13,0,34.82
SALE-00202,2026-05-03 20:35:13,CUST-145,Guwahati Northeast Hub,WH-Northeast-NY,FIL-4002,3,0,30.55
SALE-00203,2025-10-22 17:55:31,CUST-156,Jaipur Regional Hub,WH-Mountain-CO,FAS-3005,8,0,31.01
SALE-00204,2026-02-21 19:41:55,CUST-135,Lucknow Mid-India Hub,WH-MidAtlantic-VA,FAS-3002,6,0,17.38
SALE-00205,2026-06-17 19:39:16,CUST-145,Bengaluru Technology Hub,WH-Pacific-WA,HYD-1001,3,0,439.99
SALE-00206,2026-06-06 19:16:52,CUST-108,Pune Midwest Hub,WH-Midwest-OH,FIL-4001,8,0,54.87
SALE-00207,2026-02-19 20:34:10,CUST-106,Lucknow Mid-India Hub,WH-MidAtlantic-VA,HYD-1005,1,0,133.81
SALE-00208,2026-01-11 20:19:06,CUST-124,Indore Central-West Hub,WH-Rockies-UT,ELE-2004,3,0,402.86
SALE-00209,2025-10-04 17:13:56,CUST-115,Nagpur Central Hub,WH-GreatLakes-MI,HYD-1005,4,0,143.77
SALE-00210,2025-10-07 17:34:49,CUST-109,Ahmedabad Southwest Hub,WH-Southwest-AZ,FIL-4005,6,0,59.7
SALE-00211,2025-11-04 19:25:27,CUST-143,Coimbatore South Central Hub,WH-SouthCentral-OK,FIL-4005,3,0,59.7
SALE-00212,2025-12-20 20:04:07,CUST-108,Bhubaneswar Southeast Hub,WH-Southeast-GA,FIL-4003,10,0,43.34
SALE-00213,2026-03-09 20:18:16,CUST-116,Bengaluru Technology Hub,WH-Pacific-WA,FAS-3001,5,0,25.45
SALE-00214,2025-12-08 18:54:03,CUST-155,Ahmedabad Southwest Hub,WH-Southwest-AZ,HYD-1005,2,0,145.65
SALE-00215,2025-09-18 19:35:07,CUST-113,Nagpur Central Hub,WH-GreatLakes-MI,FIL-4004,2,0,47.06
SALE-00216,2025-09-12 17:14:36,CUST-157,Lucknow Mid-India Hub,WH-MidAtlantic-VA,FIL-4002,7,0,30.31
SALE-00217,2026-05-17 20:36:44,CUST-141,Kolkata East Hub,WH-East-NC,FIL-4002,6,0,32.25
SALE-00218,2026-03-04 19:02:02,CUST-158,Bengaluru Technology Hub,WH-Pacific-WA,HYD-1001,3,0,483.75
